,NAID,naraURL,title,pageObjectId,pageURL,file_cat,llm_extracted_pension_amount,llm_extracted_pension_amount_dollars
186,54886442,https://catalog.archives.gov/id/54886442,"Revolutionary War Pension and Bounty Land Warrant Application File W. 8932, John Hiser, Penn.",54886455,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/8864/54886442/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1288/images/4159481_00448.jpg,widow,"{'applicant_name': 'Sarah Heiser', 'applicant_type': 'widow', 'place': 'Kentucky', 'pension_amount': '50', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Private', 'issued_date': '02/21/1849', 'allowance_start_date': '03/05/1839', 'document_type': 'award_roll_card'}",True
187,196195448,https://catalog.archives.gov/id/196195448,"Revolutionary War Pension and Bounty Land Warrant Application File W. 26,225, for Charles Lockwood, Connecticut",196195467,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1577_8129/images/4160705_00041.jpg,widow,"{'applicant_name': 'Betsey Rockwood', 'applicant_type': 'widow', 'place': 'Connecticut', 'pension_amount': '20', 'pension_frequency': 'per annum', 'pension_act': '03/03/1843', 'soldier_rank': 'Private', 'issued_date': '06/25/1844', 'allowance_start_date': '03/04/1843', 'document_type': 'award_roll_card'}",True
188,54005020,https://catalog.archives.gov/id/54005020,"Revolutionary War Pension and Bounty Land Warrant Application File W. 10,444, Samuel Boles, Del. Md. Privateer",54005042,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/20/50/54005020/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0281/images/4154039_00539.jpg,widow,"{'applicant_name': 'Samuel Bowels', 'applicant_type': 'soldier', 'place': 'Missouri', 'pension_amount': '80', 'pension_frequency': 'per Annum', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
189,54484507,https://catalog.archives.gov/id/54484507,"Revolutionary War Pension and Bounty Land Warrant Application File W. 22996, Jotham Eames, [BLANK]",54484558,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/7/4845/54484507/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_0884/images/4157983_00277.jpg,widow,"{'applicant_name': None, 'applicant_type': None, 'place': None, 'pension_amount': '57.98', 'pension_frequency': 'per annum', 'pension_act': None, 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'unknown'}",True
190,53843103,https://catalog.archives.gov/id/53843103,"Revolutionary War Pension and Bounty Land Warrant Application File W. 257, Thomas Atchley, New Jersey Va.",53843112,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/3/8431/53843103/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0085/images/4153675_00116.jpg,widow,"{'applicant_name': 'Lydia Atchley', 'applicant_type': 'widow', 'place': 'Tennessee', 'pension_amount': '28', 'pension_frequency': 'annual', 'pension_act': '07/07/1838', 'soldier_rank': 'private', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
191,196210309,https://catalog.archives.gov/id/196210309,"Revolutionary War Pension and Bounty Land Warrant Application File W. 13,642, for Joseph Loring, Massachusetts",196210352,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1587_9143/images/4160715_00331.jpg,widow,"{'applicant_name': 'Ann Loring', 'applicant_type': 'widow', 'place': 'Massachusetts', 'pension_amount': '31.63', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': None, 'issued_date': '08/14/1839', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
192,54334413,https://catalog.archives.gov/id/54334413,"Revolutionary War Pension and Bounty Land Warrant Application File W. 6755, Hamon Critz, Va.",54334445,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/13/3344/54334413/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0692/images/4156497_00838.jpg,widow,"{'applicant_name': 'Nancy Critz', 'applicant_type': 'widow', 'place': 'Virginia', 'pension_amount': '120', 'pension_frequency': 'annual', 'pension_act': '06/17/1844', 'soldier_rank': 'Captain', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
193,144286054,https://catalog.archives.gov/id/144286054,"Revolutionary War Pension and Bounty Land Warrant Application File W. 6611, for Joseph Sunderland, Pennsylvania",144286079,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2323_6196/images/4170815_00660.jpg,widow,"{'applicant_name': 'Elizabeth Sunderland', 'applicant_type': 'widow', 'place': 'Pennsylvania', 'pension_amount': '40', 'pension_frequency': 'annual', 'pension_act': '07/29/1848', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
194,111744943,https://catalog.archives.gov/id/111744943,"Revolutionary War Pension and Bounty Land Warrant Application File W. 1116, William Wilson, N.C.",111744970,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0001/25/M804_2611/images/4176982_00440.jpg,widow,"{'applicant_name': 'Nancy Wilson', 'applicant_type': 'widow', 'place': 'Tennessee', 'pension_amount': '60', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Sergeant', 'issued_date': '03/15/1841', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
195,54650676,https://catalog.archives.gov/id/54650676,"Revolutionary War Pension and Bounty Land Warrant Application File S 5179, Henry Gates, Mass.",54650678,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6506/54650676/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1055/images/4158548_00357.jpg,soldier,"{'applicant_name': 'Henry Gates', 'applicant_type': 'soldier', 'place': 'Massachusetts', 'pension_amount': '81', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'cap & pri', 'issued_date': '04/24/1838', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
196,54830226,https://catalog.archives.gov/id/54830226,"Revolutionary War Pension and Bounty Land Warrant Application File W. 25,761, Thomas Hawley, Conn.",54830268,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/8302/54830226/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1230/images/4159407_00573.jpg,widow,"{'applicant_name': 'Keziah Hawley', 'applicant_type': 'widow', 'place': 'Connecticut', 'pension_amount': '26.66', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Private', 'issued_date': '12/01/1844', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
197,144095033,https://catalog.archives.gov/id/144095033,"Revolutionary War Pension and Bounty Land Warrant Application File W. 4253, for John Kent, Vermont",144095080,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_1474_7861/images/4160086_01041.jpg,widow,"{'applicant_name': 'Mary Kent', 'applicant_type': 'widow', 'place': 'Ohio', 'pension_amount': '80', 'pension_frequency': 'annual', 'pension_act': '03/03/1843', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
198,53999005,https://catalog.archives.gov/id/53999005,"Revolutionary War Pension and Bounty Land Warrant Application File W. 23,618, Lemuel Blood, Mass.",53999031,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/9990/53999005/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0273/images/4154031_00433.jpg,widow,"{'applicant_name': 'Lucy Blood', 'applicant_type': 'widow', 'place': 'Orange in the State of Vermont', 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'Pri.', 'issued_date': '04/26/1839', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
199,54470749,https://catalog.archives.gov/id/54470749,"Revolutionary War Pension and Bounty Land Warrant Application File W. 19,207, Timothy Dunham, Mass.",54470761,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/4707/54470749/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_0866/images/4157959_00862.jpg,widow,"{'applicant_name': 'Lydia Dunham', 'applicant_type': 'widow', 'place': 'New York', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '07/07/1838', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
200,196100916,https://catalog.archives.gov/id/196100916,"Revolutionary War Pension and Bounty Land Warrant Application File W. 25,993, for William Kelley, Virginia",196100977,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1463_7950/images/4160075_00774.jpg,widow,"{'applicant_name': None, 'applicant_type': 'soldier', 'place': 'Georgia', 'pension_amount': '8', 'pension_frequency': None, 'pension_act': '04/06/1838', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
201,53895793,https://catalog.archives.gov/id/53895793,"Revolutionary War Pension and Bounty Land Warrant Application File S. 12084, Daniel Barnes, Conn.",53895818,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/8957/53895793/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0147/images/4153892_00475.jpg,soldier,"{'applicant_name': None, 'applicant_type': None, 'place': None, 'pension_amount': '315.10', 'pension_frequency': 'annual', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': '03/01/1846', 'document_type': 'administrative_letter'}",True
202,196739114,https://catalog.archives.gov/id/196739114,"Revolutionary War Pension and Bounty Land Warrant Application File W. 208, for William Teague, South Carolina",196739132,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_2354_5841/images/4171299_00298.jpg,widow,"{'applicant_name': 'Elizabeth Teague', 'applicant_type': 'widow', 'place': 'Tennessee', 'pension_amount': '26.66', 'pension_frequency': 'per annum', 'pension_act': '06/17/1844', 'soldier_rank': 'Private', 'issued_date': '08/23/1849', 'allowance_start_date': '09/23/1845', 'document_type': 'award_roll_card'}",True
203,196114692,https://catalog.archives.gov/id/196114692,"Revolutionary War Pension and Bounty Land Warrant Application File W. 26731, for Oliver Kimball, New Hampshire",196114694,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1484_8075/images/4160103_00268.jpg,widow,"{'applicant_name': 'Mary Kimball', 'applicant_type': 'widow', 'place': 'Portsmouth New Hampshire', 'pension_amount': '29', 'pension_frequency': 'per annum', 'pension_act': '03/03/1843', 'soldier_rank': 'Corporal', 'issued_date': '09/23/1844', 'allowance_start_date': '03/04/1843', 'document_type': 'award_roll_card'}",True
204,53899332,https://catalog.archives.gov/id/53899332,"Revolutionary War Pension and Bounty Land Warrant Application File W. 20693, Thomas Barney, Vt.",53899334,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/32/8993/53899332/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0152/images/4153897_00057.jpg,widow,"{'applicant_name': 'Mabel Burney', 'applicant_type': 'widow', 'place': 'Vermont', 'pension_amount': '120', 'pension_frequency': 'per annum', 'pension_act': '07/04/1836', 'soldier_rank': 'Captain', 'issued_date': '10/04/1837', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
205,196687498,https://catalog.archives.gov/id/196687498,"Revolutionary War Pension and Bounty Land Warrant Application File R. 9915, for Nathaniel Snow, Connecticut",196687526,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_2243_5597/images/4170107_00237.jpg,rejected,"{'applicant_name': 'Nathaniel Snow', 'applicant_type': 'soldier', 'place': 'Massachusetts', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'private', 'issued_date': '04/05/1819', 'allowance_start_date': '05/26/1818', 'document_type': 'award_roll_card'}",True
206,196432913,https://catalog.archives.gov/id/196432913,"Revolutionary War Pension and Bounty Land Warrant Application File W. 3297, for John Prall, New Jersey",196432918,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1965_9160/images/4161911_01363.jpg,widow,"{'applicant_name': 'Madelphia Prall', 'applicant_type': 'widow', 'place': 'Phild', 'pension_amount': '131', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Lieut', 'issued_date': None, 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
207,53801299,https://catalog.archives.gov/id/53801299,"Revolutionary War Pension and Bounty Land Warrant Application File S. 46171, Benjamin Allen, Conn.",53801315,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/99/8012/53801299/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0034/images/4153600_00158.jpg,soldier,"{'applicant_name': 'Benjamin Allen', 'applicant_type': 'soldier', 'place': 'New York', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'Private', 'issued_date': '06/14/1819', 'allowance_start_date': '04/21/1818', 'document_type': 'award_roll_card'}",True
208,144264783,https://catalog.archives.gov/id/144264783,"Revolutionary War Pension and Bounty Land Warrant Application File W. 22326, for Jeremiah Stickney, Massachusetts",144264798,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2293_6191/images/4170494_00345.jpg,widow,"{'applicant_name': 'Elizabeth Stickney', 'applicant_type': 'widow', 'place': 'New-Hampshire', 'pension_amount': '40', 'pension_frequency': 'per annum', 'pension_act': '03/03/1843', 'soldier_rank': 'Private', 'issued_date': '08/26/1843', 'allowance_start_date': '03/04/1843', 'document_type': 'award_roll_card'}",True
209,54567173,https://catalog.archives.gov/id/54567173,"Revolutionary War Pension and Bounty Land Warrant Application File W. 24190, Daniel Fish, Mass R.I.",54567225,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/73/5671/54567173/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_0978/images/4158259_00173.jpg,rejected||widow,"{'applicant_name': 'Rebecca Fish', 'applicant_type': 'widow', 'place': 'Dighton, Bristol, Massachusetts', 'pension_amount': '85', 'pension_frequency': 'annual', 'pension_act': None, 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
210,196092213,https://catalog.archives.gov/id/196092213,"Revolutionary War Pension and Bounty Land Warrant Application File W. 16,034, for William Jones, New Hampshire",196092215,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1447_8063/images/4159972_00604.jpg,widow,"{'applicant_name': 'William Jones', 'applicant_type': 'soldier', 'place': 'New Hampshire', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'private', 'issued_date': '03/25/1819', 'allowance_start_date': '04/14/1818', 'document_type': 'award_roll_card'}",True
211,54032118,https://catalog.archives.gov/id/54032118,"Revolutionary War Pension and Bounty Land Warrant Application File S 39240, William Bradford, Va.",54032121,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/321/54032118/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0315/images/4154090_00657.jpg,soldier,"{'applicant_name': 'William Bradford', 'applicant_type': 'soldier', 'place': 'West Tennessee', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'private', 'issued_date': '03/06/1828', 'allowance_start_date': '02/16/1828', 'document_type': 'award_roll_card'}",True
212,196095417,https://catalog.archives.gov/id/196095417,"Revolutionary War Pension and Bounty Land Warrant Application File W 21505, for Nicholas Kasler, New York",196095426,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1456_8065/images/4159981_00906.jpg,widow,"{'applicant_name': 'Delia Kasler', 'applicant_type': 'widow', 'place': 'N. York', 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Private', 'issued_date': '01/08/1840', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
213,53846748,https://catalog.archives.gov/id/53846748,"Revolutionary War Pension and Bounty Land Warrant Application File W. 20642, Ebenezer Austin, Conn.",53846763,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/48/8467/53846748/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0091/images/4153683_00671.jpg,widow,"{'applicant_name': 'Amy Austin', 'applicant_type': 'widow', 'place': 'N. York', 'pension_amount': '30', 'pension_frequency': 'per annum', 'pension_act': '07/07/1838', 'soldier_rank': 'Private', 'issued_date': '10/08/1838', 'allowance_start_date': '03/05/1836', 'document_type': 'award_roll_card'}",True
214,111434676,https://catalog.archives.gov/id/111434676,"Revolutionary War Pension and Bounty Land Warrant Application File W. 26,566, Joseph Twiss, Continental (Conn.)",111434715,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0001/25/M804_2431/images/4172697_00399.jpg,widow,"{'applicant_name': 'Lois Twiss', 'applicant_type': 'widow', 'place': 'Connecticut', 'pension_amount': '144', 'pension_frequency': 'per annum', 'pension_act': '06/07/1844', 'soldier_rank': 'Artificer', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
215,54296891,https://catalog.archives.gov/id/54296891,"Revolutionary War Pension and Bounty Land Warrant Application File W. 8633, John Cooper, Va.",54296893,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/91/2968/54296891/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0648/images/4156438_00393.jpg,widow,"{'applicant_name': 'John Booker', 'applicant_type': 'soldier', 'place': 'Ky', 'pension_amount': '55.44', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'pr', 'issued_date': '07/10/1838', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
216,54626206,https://catalog.archives.gov/id/54626206,"Revolutionary War Pension and Bounty Land Warrant Application File S. 43580, John Fuller, Conn. Continental",54626208,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6262/54626206/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1035/images/4158509_00125.jpg,soldier,"{'applicant_name': 'John Fuller', 'applicant_type': 'soldier', 'place': 'New York', 'pension_amount': '8', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'Col', 'issued_date': '11/27/1810', 'allowance_start_date': '04/30/1818', 'document_type': 'award_roll_card'}",True
217,54106325,https://catalog.archives.gov/id/54106325,"Revolutionary War Pension and Bounty Land Warrant Application File W. 9759, Zachariah Burch, Md.",54106371,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/1063/54106325/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0408/images/4154238_00774.jpg,widow,"{'applicant_name': 'Mildred Burch', 'applicant_type': 'widow', 'place': 'Missouri', 'pension_amount': '80', 'pension_frequency': 'annual', 'pension_act': '06/17/1844', 'soldier_rank': 'private', 'issued_date': None, 'allowance_start_date': '11/20/1844', 'document_type': 'application_affidavit'}",True
218,54646188,https://catalog.archives.gov/id/54646188,"Revolutionary War Pension and Bounty Land Warrant Application File W. 21175, Jeremiah Gatchell, Mass. Sea Service Privateer War 1812",54646212,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6461/54646188/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1054/images/4158547_00732.jpg,widow,"{'applicant_name': 'Elizabeth Gatchell', 'applicant_type': 'widow', 'place': 'Northbridge', 'pension_amount': '4.20', 'pension_frequency': 'annual', 'pension_act': '02/02/1848', 'soldier_rank': 'seaman', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
219,54651906,https://catalog.archives.gov/id/54651906,"Revolutionary War Pension and Bounty Land Warrant Application File S. 30,430, Oliver Gates, Mass.",54651908,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6519/54651906/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_1056/images/4158549_00272.jpg,soldier,"{'applicant_name': 'Oliver Fisk', 'applicant_type': 'soldier', 'place': 'Massachuset', 'pension_amount': '20', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'Pratt', 'issued_date': '04/06/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
220,54199140,https://catalog.archives.gov/id/54199140,"Revolutionary War Pension and Bounty Land Warrant Application File W. 23784, Isaac Chase, Mass.",54199177,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/40/1991/54199140/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0526/images/4155934_00150.jpg,widow,"{'applicant_name': 'Isaac Chase', 'applicant_type': 'soldier', 'place': 'Maine', 'pension_amount': '26.66', 'pension_frequency': 'annual', 'pension_act': '06/07/1832', 'soldier_rank': 'private', 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
221,196424231,https://catalog.archives.gov/id/196424231,"Revolutionary War Pension and Bounty Land Warrant Application File W. 5564, for Cyrus Potter, Rhode Island",196424243,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1958_9173/images/4161904_00437.jpg,widow,"{'applicant_name': 'Rebecca Potter', 'applicant_type': 'widow', 'place': 'Herkimer County, New York', 'pension_amount': '20', 'pension_frequency': 'annual', 'pension_act': '07/29/1848', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': '10/26/1848', 'document_type': 'application_affidavit'}",True
222,54412893,https://catalog.archives.gov/id/54412893,"Revolutionary War Pension and Bounty Land Warrant Application File S. 22203, Nathan Denison, Conn. Conn. Sea Service",54412895,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/4128/54412893/content/23_b/M804-RevolutionaryWarPensionAppFiles_b/M804_0795/images/4157788_00130.jpg,soldier,"{'applicant_name': 'Nathan Denison', 'applicant_type': 'soldier', 'place': 'Rutland C, Vermont', 'pension_amount': '48.33', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'pr Infy & dgs', 'issued_date': '08/13/1835', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
223,196207718,https://catalog.archives.gov/id/196207718,"Revolutionary War Pension and Bounty Land Warrant Application File W. 15042, for Hezekiah Loomis, Connecticut",196207720,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_1583_8189/images/4160711_00886.jpg,widow,"{'applicant_name': 'Else Loomis', 'applicant_type': 'widow', 'place': 'Hampden Co, Massachusetts', 'pension_amount': '80', 'pension_frequency': 'per annum', 'pension_act': '06/1832', 'soldier_rank': 'private', 'issued_date': '04/13/1836', 'allowance_start_date': '03/04/1836', 'document_type': 'award_roll_card'}",True
224,144289394,https://catalog.archives.gov/id/144289394,"Revolutionary War Pension and Bounty Land Warrant Application File W. 2457, for George Swagers, Pennsylvania",144289418,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2326_6506/images/4170818_00116.jpg,widow,"{'applicant_name': 'Elizabeth Swagger', 'applicant_type': 'widow', 'place': 'Ohio', 'pension_amount': '21.66', 'pension_frequency': 'annual', 'pension_act': None, 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'application_affidavit'}",True
225,144283205,https://catalog.archives.gov/id/144283205,"Revolutionary War Pension and Bounty Land Warrant Application File S. 4,015, for Benjamin Suddoth, Virginia",144283207,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2320_6015/images/4170812_00209.jpg,soldier,"{'applicant_name': 'Benjamin Suddeth', 'applicant_type': 'soldier', 'place': 'East Tennessee', 'pension_amount': '40', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': 'private', 'issued_date': '11/28/1833', 'allowance_start_date': '03/04/1831', 'document_type': 'award_roll_card'}",True
226,54085743,https://catalog.archives.gov/id/54085743,"Revolutionary War Pension and Bounty Land Warrant Application File S. 42,092, Peter Bryan Bruin, Va.",54085745,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/43/857/54085743/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0385/images/4154212_00070.jpg,soldier,"{'applicant_name': 'Peter B Bruin', 'applicant_type': 'soldier', 'place': 'Mississippi', 'pension_amount': '20', 'pension_frequency': 'per month', 'pension_act': '03/18/1818', 'soldier_rank': 'Major', 'issued_date': '05/21/1829', 'allowance_start_date': '05/01/1818', 'document_type': 'award_roll_card'}",True
227,196675041,https://catalog.archives.gov/id/196675041,"Revolutionary War Pension and Bounty Land Warrant Application File S. 16254, for Richard Smith, Virginia",196675046,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0003/export_M804-RevolutionaryWarPensionAppFiles_2230_5185/images/4170094_00137.jpg,soldier,"{'applicant_name': None, 'applicant_type': 'widow', 'place': 'Indiana', 'pension_amount': '100', 'pension_frequency': 'per annum', 'pension_act': '06/07/1832', 'soldier_rank': None, 'issued_date': None, 'allowance_start_date': None, 'document_type': 'administrative_letter'}",True
228,54157495,https://catalog.archives.gov/id/54157495,"Revolutionary War Pension and Bounty Land Warrant Application File S. 965, Samuel Carman, New Jersey",54157517,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/95/1574/54157495/content/23/M804-RevolutionaryWarPensionAppFiles/M804_0472/images/4154320_00413.jpg,soldier,"{'applicant_name': None, 'applicant_type': None, 'place': 'New Jersey', 'pension_amount': '73.30', 'pension_frequency': 'per month annum', 'pension_act': None, 'soldier_rank': 'Priv.', 'issued_date': None, 'allowance_start_date': '09/04/1833', 'document_type': 'administrative_letter'}",True
229,144261440,https://catalog.archives.gov/id/144261440,"Revolutionary War Pension and Bounty Land Warrant Application File W. 19409, for Reuben Stevens, Connecticut",144261443,https://s3.amazonaws.com/NARAprodstorage/lz/microfilm-publications/M804-RevolutionaryWarPensionAppFiles/0002/export_M804-RevolutionaryWarPensionAppFiles_2286_6294/images/4170487_00936.jpg,widow,"{'applicant_name': 'Molly Stevens', 'applicant_type': 'widow', 'place': 'New York', 'pension_amount': '335', 'pension_frequency': 'per annum', 'pension_act': '02/02/1848', 'soldier_rank': 'private', 'issued_date': None, 'allowance_start_date': '03/04/1848', 'document_type': 'award_roll_card'}",True
